星5段階評価,店名,住所,Dinner,Lunch,項目,緯度,経度,現在地からの距離(km),現在地点からの徒歩(分),声の大きさ
3.33,遊庵,千葉県流山市南流山3-1-9 ラ・ベル メゾン3 103  ,3499,1499,うどん,35.838497,139.902481,14123.821,211857.315,0.75
